epoch,loss,val_roc_auc,val_pr_auc,val_acc@0
54,0.028237441554665565,0.7058144631117604,0.10393721879473075,0.9485956544780074
55,0.04408515989780426,0.7050693937180426,0.08653359594742081,0.9533651298357181
56,0.026746822521090508,0.7038568298027759,0.08669700321645048,0.9544250132485427
57,0.036016013473272324,0.702702702702703,0.08727480269963392,0.9570747217806042
58,0.03629529848694801,0.7019576333089848,0.08798851368346138,0.9591944886062533
59,0.031046930700540543,0.7016508400292185,0.09060860481588268,0.9607843137254902
60,0.035046081990003586,0.7017384952520088,0.08904134010431572,0.9613142554319025
61,0.035625070333480835,0.7017823228634041,0.08254958070858345,0.9634340222575517
62,0.02508118562400341,0.7014170927684441,0.08110225009928662,0.963963963963964
63,0.03296227008104324,0.7001607012417824,0.07622350301159159,0.9655537890832009
64,0.03502095118165016,0.698772826880935,0.07442321022001032,0.9671436142024378
65,0.045248497277498245,0.6969028487947407,0.06979708098108799,0.9676735559088501
66,0.030324198305606842,0.6946968590211835,0.06953481311563049,0.969263381028087
67,0.02490069717168808,0.6921110299488679,0.0690267763505226,0.9703232644409115
68,0.03426703065633774,0.6899488677867057,0.06839651631238078,0.9708532061473238
69,0.020148655399680138,0.6890430971512054,0.06778051961552897,0.9708532061473238
70,0.043857261538505554,0.6888093498904311,0.06763285504940561,0.9713831478537361
71,0.04120655730366707,0.6874506939371804,0.06754389198339933,0.9713831478537361
72,0.014555850997567177,0.6873338203067934,0.06771201160577794,0.9713831478537361
73,0.017162082716822624,0.6876113951789629,0.06831174891519734,0.9713831478537361
74,0.03327319025993347,0.6878159240321403,0.0692548979571023,0.9724430312665607
75,0.02686241827905178,0.6867494521548576,0.06736799472894826,0.9719130895601484
76,0.0229664146900177,0.6831117604090576,0.07940168107882023,0.9719130895601484
77,0.012671567499637604,0.6794740686632579,0.07880641886929234,0.9713831478537361
78,0.022267691791057587,0.6763769174579984,0.07734546905377034,0.9713831478537361
79,0.0211642999202013,0.673937180423667,0.07755661685558014,0.9724430312665607
80,0.012130609713494778,0.6724908692476261,0.07788267181306731,0.9719130895601484
81,0.0324542298913002,0.6734112490869248,0.0641789707777703,0.9713831478537361
82,0.04499148577451706,0.6714390065741417,0.06293185878386753,0.9724430312665607
83,0.030072418972849846,0.6706355003652302,0.06195070725079913,0.9735029146793853
84,0.040988463908433914,0.667991234477721,0.061161063557300624,0.9750927397986221
85,0.04658227041363716,0.6640467494521549,0.05967720515441622,0.9745627980922098
86,0.02587304078042507,0.6595325054784514,0.059064725041137314,0.9750927397986221
87,0.04922050982713699,0.6581592403214026,0.05592353891992379,0.9750927397986221
88,0.036254528909921646,0.6607304601899197,0.05860513096015413,0.9750927397986221
89,0.016270846128463745,0.6643973703433164,0.06732430077643806,0.9740328563857975
90,0.01862166076898575,0.6665449233016801,0.06971258891768815,0.972972972972973
91,0.011681556701660156,0.6675967859751644,0.0686596871608102,0.972972972972973
92,0.007761869113892317,0.6685756026296568,0.07189854226586846,0.9740328563857975
93,0.021722817793488503,0.6693206720233748,0.07338110429619199,0.9750927397986221
94,0.019271623343229294,0.6684879474068663,0.07300139240262071,0.9756226815050344
95,0.03198831528425217,0.6648794740686632,0.07339911873914537,0.9772125066242713
96,0.016552487388253212,0.6603652300949598,0.07205195115987201,0.9782723900370959
97,0.03587576746940613,0.6551935719503288,0.06964670057758414,0.9788023317435082
98,0.013169389218091965,0.6509861212563917,0.06700554051426996,0.9793322734499205
99,0.019085513427853584,0.6478305332359388,0.06834357690536155,0.9793322734499205
100,0.029317492619156837,0.6466764061358655,0.0681377246890082,0.9788023317435082
