epoch,loss,val_roc_auc,val_pr_auc,val_acc@0
1,0.6938071250915527,0.48293644996347695,0.019879908261058187,0.8145204027556969
2,0.6932075023651123,0.4944777209642075,0.020141633787169384,0.7318494965553789
3,0.6928569674491882,0.5118115412710007,0.021057217184840153,0.6263910969793323
4,0.6925042271614075,0.5212783053323594,0.021797442445288622,0.5331213566507684
5,0.6923430562019348,0.5276113951789627,0.022261389227887663,0.43826179120296765
6,0.6918007135391235,0.5347479912344777,0.02306661042605835,0.4138844727080021
7,0.6919234395027161,0.5440832724616509,0.0240280655059278,0.40911499735029144
8,0.690862774848938,0.552527392257122,0.025451801048084807,0.43349231584525705
9,0.6903340816497803,0.5604382761139518,0.026855280169949584,0.49920508744038156
10,0.6890206336975098,0.5704894083272462,0.02792922001789931,0.5643879173290938
11,0.6892979741096497,0.5830971512052594,0.02976850328808629,0.6184419713831478
12,0.6884183287620544,0.5939663988312637,0.03159741880764498,0.6592474827768945
13,0.6873877048492432,0.6035208181154128,0.03262217374968041,0.6772655007949125
14,0.6858160495758057,0.612483564645727,0.033796308166283796,0.6952835188129306
15,0.68474942445755,0.6192768444119796,0.034134065675601746,0.708532061473238
16,0.6829458475112915,0.6245215485756027,0.034816762690338794,0.7233704292527822
17,0.6792370676994324,0.6303798392987583,0.03588429470024243,0.7291997880233174
18,0.6797052621841431,0.6368078889700513,0.036646518817628496,0.735559088500265
19,0.6736385822296143,0.6421986851716581,0.03737428005279128,0.739268680445151
20,0.6696207523345947,0.6482688093498904,0.03824019828690172,0.739268680445151
21,0.6641709208488464,0.6551716581446311,0.039855472651088825,0.7440381558028617
22,0.6624743342399597,0.6619795471146822,0.04127777871282397,0.749867514573397
23,0.6537477374076843,0.668436815193572,0.042382454085033425,0.7583465818759937
24,0.6488489508628845,0.6752739225712199,0.04431957976346251,0.7726550079491256
25,0.6374513506889343,0.6822936449963477,0.045619205754702186,0.7800741918388977
26,0.6204348802566528,0.6897005113221331,0.04592839582109342,0.7869634340222575
27,0.6298149824142456,0.6967932797662528,0.048347513993394035,0.7874933757286698
28,0.5928811430931091,0.7045799853907961,0.049681004025222436,0.7938526762056174
29,0.5982978343963623,0.7105405405405405,0.05108553558438436,0.7965023847376789
30,0.588990330696106,0.7175018261504749,0.05228339881190301,0.798622151563328
31,0.5928208231925964,0.7220087655222791,0.05333774100177249,0.8023317435082141
32,0.5544648170471191,0.7257341124908692,0.055014371445930035,0.8023317435082141
33,0.5465189814567566,0.7276406135865596,0.05697493485700164,0.8033916269210387
34,0.5685762763023376,0.728845872899927,0.05770931130883245,0.8055113937466879
35,0.5764937400817871,0.7287216946676406,0.05860037682613008,0.8108108108108109
36,0.5414595007896423,0.7271073776479181,0.05939897899390087,0.8161102278749337
37,0.5476505160331726,0.7263038714390065,0.06012524201027936,0.8203497615262321
38,0.48710545897483826,0.7249233016800585,0.06086329970834594,0.8261791202967673
39,0.5722112059593201,0.7244704163623082,0.06176979384697045,0.8357180710121886
40,0.5235025882720947,0.7230241051862674,0.062015355255409965,0.8447270800211977
41,0.5062787532806396,0.7218188458728999,0.06230393316992956,0.8510863804981452
42,0.4799955189228058,0.7210226442658875,0.06481368676832713,0.8579756226815051
